order_item_id,order_id,product_id,quantity_ordered,quantity_fulfilled,unit_mrp,unit_selling_price,line_discount_amount,item_revenue,item_cost,gross_margin,stock_available_at_order,substitution_flag
ORD0021628-03,ORD0021628,PRD0289,1,1,559.29,548.87,10.42,548.87,423.14,125.73,6,N
ORD0021629-01,ORD0021629,PRD0227,1,0,449.57,431.02,0.0,0.0,0.0,0.0,0,N
ORD0021630-01,ORD0021630,PRD0367,2,2,91.24,84.42,13.64,168.84,142.0,26.84,9,N
ORD0021630-02,ORD0021630,PRD0208,2,2,283.08,268.76,28.64,537.52,408.7,128.82,5,N
ORD0021630-03,ORD0021630,PRD0080,1,1,166.33,154.63,11.7,154.63,129.25,25.38,12,N
ORD0021630-04,ORD0021630,PRD0359,1,1,346.27,329.27,17.0,329.27,246.52,82.75,6,N
ORD0021630-05,ORD0021630,PRD0155,2,2,25.21,22.88,4.66,45.76,38.5,7.26,8,N
ORD0021631-01,ORD0021631,PRD0193,2,2,26.78,24.35,4.86,48.7,31.72,16.98,4,N
ORD0021632-01,ORD0021632,PRD0384,1,1,779.86,712.89,66.97,712.89,445.95,266.94,3,N
ORD0021632-02,ORD0021632,PRD0084,1,1,271.09,221.14,49.95,221.14,208.84,12.3,3,N
ORD0021632-03,ORD0021632,PRD0087,1,1,171.98,147.52,24.46,147.52,137.27,10.25,4,N
ORD0021632-04,ORD0021632,PRD0251,1,1,19.55,16.28,3.27,16.28,11.39,4.89,4,N
ORD0021633-01,ORD0021633,PRD0118,1,1,145.96,135.21,10.75,135.21,106.43,28.78,7,N
ORD0021633-02,ORD0021633,PRD0351,1,1,30.67,29.57,1.1,29.57,17.63,11.94,1,N
ORD0021633-03,ORD0021633,PRD0053,1,1,29.07,26.68,2.39,26.68,18.38,8.3,1,N
ORD0021633-04,ORD0021633,PRD0323,1,1,73.72,71.36,2.36,71.36,45.92,25.44,5,N
ORD0021634-01,ORD0021634,PRD0280,1,1,440.29,409.86,30.43,409.86,301.41,108.45,11,N
ORD0021634-02,ORD0021634,PRD0007,1,1,120.33,109.19,11.14,109.19,82.2,26.99,2,N
ORD0021634-03,ORD0021634,PRD0015,1,1,303.38,273.92,29.46,273.92,238.94,34.98,9,N
ORD0021634-04,ORD0021634,PRD0025,1,1,51.51,47.98,3.53,47.98,36.03,11.95,9,N
ORD0021634-05,ORD0021634,PRD0316,1,1,101.17,90.18,10.99,90.18,59.27,30.91,4,N
ORD0021634-06,ORD0021634,PRD0309,3,3,76.52,74.43,6.27,223.29,158.94,64.35,3,N
ORD0021635-01,ORD0021635,PRD0312,2,2,293.0,261.67,62.66,523.34,436.68,86.66,11,N
ORD0021635-02,ORD0021635,PRD0278,1,1,555.06,531.51,23.55,531.51,307.23,224.28,5,N
ORD0021635-03,ORD0021635,PRD0213,1,1,129.63,125.07,4.56,125.07,78.09,46.98,8,N
ORD0021635-04,ORD0021635,PRD0011,1,1,145.09,139.54,5.55,139.54,110.83,28.71,8,N
ORD0021635-05,ORD0021635,PRD0062,1,1,84.26,74.79,9.47,74.79,51.68,23.11,8,N
ORD0021636-01,ORD0021636,PRD0385,3,3,167.52,159.53,23.97,478.59,383.52,95.07,13,N
ORD0021637-01,ORD0021637,PRD0136,1,1,291.71,272.14,19.57,272.14,170.88,101.26,11,N
ORD0021637-02,ORD0021637,PRD0054,1,1,236.09,235.65,0.44,235.65,141.01,94.64,1,N
ORD0021637-03,ORD0021637,PRD0066,1,1,68.31,60.7,7.61,60.7,50.66,10.04,5,N
ORD0021637-04,ORD0021637,PRD0295,4,4,59.98,55.73,17.0,222.92,158.16,64.76,10,N
ORD0021638-01,ORD0021638,PRD0269,1,1,210.59,193.5,17.09,193.5,171.55,21.95,6,N
ORD0021638-02,ORD0021638,PRD0202,3,3,163.53,158.44,15.27,475.32,329.55,145.77,12,N
ORD0021638-03,ORD0021638,PRD0306,3,3,195.29,181.04,42.75,543.12,429.75,113.37,11,N
ORD0021639-01,ORD0021639,PRD0178,4,4,133.62,118.98,58.56,475.92,311.72,164.2,13,N
ORD0021639-02,ORD0021639,PRD0007,1,1,120.33,109.17,11.16,109.17,82.2,26.97,10,N
ORD0021640-01,ORD0021640,PRD0321,2,2,242.41,228.69,27.44,457.38,313.44,143.94,3,N
ORD0021640-02,ORD0021640,PRD0391,1,1,380.24,336.9,43.34,336.9,307.45,29.45,8,N
ORD0021641-01,ORD0021641,PRD0015,1,1,303.38,258.12,45.26,258.12,238.94,19.18,10,N
ORD0021641-02,ORD0021641,PRD0333,1,1,60.9,52.56,8.34,52.56,45.6,6.96,9,N
ORD0021641-03,ORD0021641,PRD0235,1,1,357.05,322.16,34.89,322.16,214.61,107.55,12,N
ORD0021641-04,ORD0021641,PRD0110,1,1,154.53,135.83,18.7,135.83,120.04,15.79,4,N
ORD0021641-05,ORD0021641,PRD0146,1,1,785.59,658.99,126.6,658.99,492.18,166.81,0,Y
ORD0021641-06,ORD0021641,PRD0256,2,2,413.52,383.55,59.94,767.1,554.88,212.22,7,N
ORD0021642-01,ORD0021642,PRD0006,1,0,98.39,87.75,0.0,0.0,0.0,0.0,0,N
ORD0021642-02,ORD0021642,PRD0164,1,1,37.61,37.08,0.53,37.08,28.66,8.42,5,N
ORD0021642-03,ORD0021642,PRD0369,1,1,40.88,36.1,4.78,36.1,27.38,8.72,12,N
ORD0021642-04,ORD0021642,PRD0284,1,1,18.39,16.39,2.0,16.39,12.37,4.02,7,N
ORD0021642-05,ORD0021642,PRD0321,2,2,242.41,230.74,23.34,461.48,313.44,148.04,13,N
ORD0021642-06,ORD0021642,PRD0290,1,1,28.07,25.81,2.26,25.81,22.67,3.14,12,N
ORD0021643-01,ORD0021643,PRD0168,1,1,155.92,149.31,6.61,149.31,100.9,48.41,7,N
ORD0021643-02,ORD0021643,PRD0295,1,1,59.98,53.6,6.38,53.6,39.54,14.06,4,N
ORD0021643-03,ORD0021643,PRD0266,1,1,528.79,471.42,57.37,471.42,415.15,56.27,9,N
ORD0021643-04,ORD0021643,PRD0052,1,1,18.32,17.49,0.83,17.49,10.25,7.24,2,N
ORD0021643-05,ORD0021643,PRD0150,1,1,490.74,476.41,14.33,476.41,382.71,93.7,12,N
ORD0021644-01,ORD0021644,PRD0155,1,1,25.21,22.26,2.95,22.26,19.25,3.01,5,N
ORD0021644-02,ORD0021644,PRD0397,2,2,53.6,53.3,0.6,106.6,61.84,44.76,7,N
ORD0021644-03,ORD0021644,PRD0295,2,2,59.98,57.11,5.74,114.22,79.08,35.14,3,N
ORD0021644-04,ORD0021644,PRD0303,1,1,50.63,48.89,1.74,48.89,39.02,9.87,7,N
ORD0021645-01,ORD0021645,PRD0183,1,1,107.09,95.63,11.46,95.63,63.58,32.05,10,N
ORD0021645-02,ORD0021645,PRD0294,1,1,326.18,303.43,22.75,303.43,201.82,101.61,1,N
ORD0021645-03,ORD0021645,PRD0281,3,3,512.81,473.95,116.58,1421.85,1136.28,285.57,9,N
ORD0021645-04,ORD0021645,PRD0040,2,2,128.66,125.23,6.86,250.46,166.7,83.76,4,N
ORD0021645-05,ORD0021645,PRD0258,1,1,97.35,92.93,4.42,92.93,55.83,37.1,11,N
ORD0021645-06,ORD0021645,PRD0327,1,1,71.09,64.18,6.91,64.18,43.19,20.99,5,N
ORD0021646-01,ORD0021646,PRD0325,1,1,1993.04,1873.68,119.36,1873.68,1240.37,633.31,10,N
ORD0021646-02,ORD0021646,PRD0118,3,3,145.96,137.35,25.83,412.05,319.29,92.76,12,N
ORD0021646-03,ORD0021646,PRD0337,1,1,138.32,124.76,13.56,124.76,96.99,27.77,10,N
ORD0021647-01,ORD0021647,PRD0042,3,3,54.27,52.78,4.47,158.34,102.72,55.62,13,N
ORD0021647-02,ORD0021647,PRD0266,1,1,528.79,518.68,10.11,518.68,415.15,103.53,3,N
ORD0021647-03,ORD0021647,PRD0006,1,1,98.39,91.05,7.34,91.05,56.07,34.98,9,N
ORD0021647-04,ORD0021647,PRD0015,1,1,303.38,294.68,8.7,294.68,238.94,55.74,1,N
ORD0021648-01,ORD0021648,PRD0392,2,2,570.81,490.05,161.52,980.1,908.02,72.08,3,N
ORD0021648-02,ORD0021648,PRD0007,1,1,120.33,113.92,6.41,113.92,82.2,31.72,4,N
ORD0021648-03,ORD0021648,PRD0192,1,1,1165.23,941.28,223.95,941.28,862.8,78.48,9,N
ORD0021648-04,ORD0021648,PRD0134,1,0,279.03,250.82,0.0,0.0,0.0,0.0,0,N
ORD0021649-01,ORD0021649,PRD0164,1,1,37.61,34.76,2.85,34.76,28.66,6.1,8,N
ORD0021649-02,ORD0021649,PRD0086,1,0,198.85,197.38,0.0,0.0,0.0,0.0,0,N
ORD0021649-03,ORD0021649,PRD0143,1,1,20.44,19.76,0.68,19.76,14.36,5.4,11,N
ORD0021650-01,ORD0021650,PRD0242,1,1,564.33,504.63,59.7,504.63,364.01,140.62,5,N
ORD0021651-01,ORD0021651,PRD0293,1,1,29.13,28.15,0.98,28.15,19.42,8.73,5,N
ORD0021651-02,ORD0021651,PRD0160,1,1,221.65,201.4,20.25,201.4,129.39,72.01,12,N
ORD0021651-03,ORD0021651,PRD0106,1,1,287.88,284.23,3.65,284.23,159.83,124.4,11,N
ORD0021651-04,ORD0021651,PRD0022,1,0,506.1,485.89,0.0,0.0,0.0,0.0,0,N
ORD0021651-05,ORD0021651,PRD0233,2,2,92.2,83.26,17.88,166.52,107.26,59.26,3,N
ORD0021651-06,ORD0021651,PRD0088,3,3,113.27,110.41,8.58,331.23,241.71,89.52,6,N
ORD0021652-01,ORD0021652,PRD0099,1,1,130.91,110.93,19.98,110.93,83.38,27.55,2,N
ORD0021653-01,ORD0021653,PRD0393,1,1,908.06,897.86,10.2,897.86,661.58,236.28,6,N
ORD0021653-02,ORD0021653,PRD0284,1,1,18.39,17.36,1.03,17.36,12.37,4.99,9,N
ORD0021654-01,ORD0021654,PRD0074,3,3,346.34,280.96,196.14,842.88,589.98,252.9,6,N
ORD0021654-02,ORD0021654,PRD0379,1,1,800.37,701.29,99.08,701.29,601.13,100.16,8,N
ORD0021654-03,ORD0021654,PRD0109,1,1,103.44,91.64,11.8,91.64,63.04,28.6,9,N
ORD0021654-04,ORD0021654,PRD0359,1,1,346.27,290.21,56.06,290.21,246.52,43.69,1,N
ORD0021655-01,ORD0021655,PRD0155,1,1,25.21,23.92,1.29,23.92,19.25,4.67,1,N
ORD0021655-02,ORD0021655,PRD0367,1,1,91.24,76.22,15.02,76.22,71.0,5.22,3,N
ORD0021656-01,ORD0021656,PRD0160,1,1,221.65,201.86,19.79,201.86,129.39,72.47,11,N
ORD0021656-02,ORD0021656,PRD0027,2,2,175.14,162.7,24.88,325.4,251.14,74.26,6,N
ORD0021657-01,ORD0021657,PRD0196,1,1,120.42,112.65,7.77,112.65,70.25,42.4,10,N
ORD0021657-02,ORD0021657,PRD0110,2,2,154.53,140.24,28.58,280.48,240.08,40.4,2,N
ORD0021657-03,ORD0021657,PRD0162,1,0,62.07,57.56,0.0,0.0,0.0,0.0,0,N
ORD0021658-01,ORD0021658,PRD0005,2,2,60.34,54.49,11.7,108.98,75.14,33.84,10,N
ORD0021658-02,ORD0021658,PRD0294,1,1,326.18,301.95,24.23,301.95,201.82,100.13,2,N
ORD0021658-03,ORD0021658,PRD0160,1,1,221.65,204.28,17.37,204.28,129.39,74.89,4,N
ORD0021658-04,ORD0021658,PRD0192,1,1,1165.23,1124.52,40.71,1124.52,862.8,261.72,10,N
ORD0021658-05,ORD0021658,PRD0096,4,4,202.7,199.15,14.2,796.6,491.44,305.16,4,N
ORD0021659-01,ORD0021659,PRD0145,1,1,230.77,224.46,6.31,224.46,179.98,44.48,10,N
ORD0021659-02,ORD0021659,PRD0033,2,2,231.15,226.06,10.18,452.12,352.66,99.46,6,N
ORD0021659-03,ORD0021659,PRD0295,1,1,59.98,55.22,4.76,55.22,39.54,15.68,1,N
ORD0021659-04,ORD0021659,PRD0186,4,4,93.14,84.73,33.64,338.92,250.24,88.68,5,N
ORD0021659-05,ORD0021659,PRD0394,2,2,978.49,896.15,164.68,1792.3,1297.72,494.58,2,N
ORD0021660-01,ORD0021660,PRD0358,1,1,602.35,596.58,5.77,596.58,397.5,199.08,8,N
ORD0021660-02,ORD0021660,PRD0105,1,1,217.96,203.19,14.77,203.19,126.22,76.97,8,N
ORD0021660-03,ORD0021660,PRD0237,1,1,280.88,249.74,31.14,249.74,189.72,60.02,1,N
ORD0021660-04,ORD0021660,PRD0321,1,1,242.41,220.3,22.11,220.3,156.72,63.58,4,N
ORD0021661-01,ORD0021661,PRD0230,2,2,194.13,175.54,37.18,351.08,214.42,136.66,13,N
ORD0021661-02,ORD0021661,PRD0135,1,1,69.4,63.46,5.94,63.46,55.3,8.16,5,N
ORD0021661-03,ORD0021661,PRD0314,1,1,106.23,84.65,21.58,84.65,79.4,5.25,12,N
ORD0021661-04,ORD0021661,PRD0025,1,1,51.51,47.74,3.77,47.74,36.03,11.71,6,N
ORD0021661-05,ORD0021661,PRD0358,1,0,602.35,554.65,0.0,0.0,0.0,0.0,0,N
ORD0021661-06,ORD0021661,PRD0034,1,1,28.45,26.36,2.09,26.36,23.23,3.13,1,N
ORD0021661-07,ORD0021661,PRD0150,1,1,490.74,416.58,74.16,416.58,382.71,33.87,10,N
ORD0021662-01,ORD0021662,PRD0384,1,1,779.86,744.04,35.82,744.04,445.95,298.09,7,N
ORD0021662-02,ORD0021662,PRD0025,1,1,51.51,49.63,1.88,49.63,36.03,13.6,5,N
ORD0021662-03,ORD0021662,PRD0254,1,1,69.14,63.76,5.38,63.76,39.43,24.33,12,N
ORD0021662-04,ORD0021662,PRD0145,2,2,230.77,221.3,18.94,442.6,359.96,82.64,2,N
ORD0021662-05,ORD0021662,PRD0127,1,1,45.66,44.27,1.39,44.27,26.39,17.88,6,N
ORD0021662-06,ORD0021662,PRD0030,1,1,75.49,72.53,2.96,72.53,55.32,17.21,9,N
ORD0021663-01,ORD0021663,PRD0345,1,1,26.41,24.14,2.27,24.14,19.92,4.22,2,N
ORD0021663-02,ORD0021663,PRD0137,1,1,216.98,213.02,3.96,213.02,137.08,75.94,8,N
ORD0021664-01,ORD0021664,PRD0347,1,1,65.99,63.57,2.42,63.57,53.41,10.16,11,N
ORD0021664-02,ORD0021664,PRD0323,1,0,73.72,70.64,0.0,0.0,0.0,0.0,0,N
ORD0021664-03,ORD0021664,PRD0385,1,1,167.52,159.48,8.04,159.48,127.84,31.64,2,N
ORD0021664-04,ORD0021664,PRD0251,3,3,19.55,18.42,3.39,55.26,34.17,21.09,7,N
ORD0021665-01,ORD0021665,PRD0113,1,1,123.69,111.67,12.02,111.67,91.34,20.33,9,N
ORD0021665-02,ORD0021665,PRD0168,1,1,155.92,139.21,16.71,139.21,100.9,38.31,1,N
ORD0021665-03,ORD0021665,PRD0025,2,2,51.51,48.46,6.1,96.92,72.06,24.86,8,N
ORD0021666-01,ORD0021666,PRD0071,2,2,1251.96,1216.21,71.5,2432.42,1961.08,471.34,3,N
ORD0021666-02,ORD0021666,PRD0138,1,1,212.19,200.5,11.69,200.5,143.21,57.29,10,N
ORD0021666-03,ORD0021666,PRD0295,1,1,59.98,59.81,0.17,59.81,39.54,20.27,7,N
ORD0021667-01,ORD0021667,PRD0303,1,1,50.63,44.74,5.89,44.74,39.02,5.72,8,N
ORD0021667-02,ORD0021667,PRD0323,1,1,73.72,72.43,1.29,72.43,45.92,26.51,11,N
ORD0021667-03,ORD0021667,PRD0365,3,3,211.38,190.63,62.25,571.89,372.96,198.93,7,N
ORD0021668-01,ORD0021668,PRD0308,1,1,26.68,25.52,1.16,25.52,17.64,7.88,2,N
ORD0021668-02,ORD0021668,PRD0006,1,1,98.39,96.56,1.83,96.56,56.07,40.49,9,N
ORD0021668-03,ORD0021668,PRD0054,1,1,236.09,217.78,18.31,217.78,141.01,76.77,5,N
ORD0021668-04,ORD0021668,PRD0323,1,1,73.72,67.77,5.95,67.77,45.92,21.85,3,N
ORD0021668-05,ORD0021668,PRD0289,1,1,559.29,510.48,48.81,510.48,423.14,87.34,2,N
ORD0021668-06,ORD0021668,PRD0137,1,1,216.98,215.25,1.73,215.25,137.08,78.17,3,N
ORD0021668-07,ORD0021668,PRD0388,1,1,594.5,558.05,36.45,558.05,470.21,87.84,1,N
ORD0021669-01,ORD0021669,PRD0339,4,4,1261.33,1147.84,453.96,4591.36,3569.8,1021.56,4,N
ORD0021669-02,ORD0021669,PRD0281,1,1,512.81,481.5,31.31,481.5,378.76,102.74,10,N
ORD0021669-03,ORD0021669,PRD0007,1,1,120.33,116.29,4.04,116.29,82.2,34.09,4,N
ORD0021669-04,ORD0021669,PRD0362,3,3,71.17,66.34,14.49,199.02,172.38,26.64,13,N
ORD0021670-01,ORD0021670,PRD0394,1,1,978.49,870.46,108.03,870.46,648.86,221.6,11,N
ORD0021670-02,ORD0021670,PRD0015,1,1,303.38,271.56,31.82,271.56,238.94,32.62,10,N
ORD0021670-03,ORD0021670,PRD0112,1,1,56.77,51.74,5.03,51.74,32.95,18.79,11,N
ORD0021670-04,ORD0021670,PRD0025,1,1,51.51,50.53,0.98,50.53,36.03,14.5,4,N
ORD0021671-01,ORD0021671,PRD0132,1,1,130.15,110.51,19.64,110.51,73.86,36.65,3,N
ORD0021671-02,ORD0021671,PRD0054,2,2,236.09,214.81,42.56,429.62,282.02,147.6,3,N
ORD0021672-01,ORD0021672,PRD0082,1,1,108.66,104.98,3.68,104.98,83.31,21.67,3,N
ORD0021672-02,ORD0021672,PRD0326,3,3,942.34,861.37,242.91,2584.11,1875.03,709.08,13,N
ORD0021672-03,ORD0021672,PRD0225,1,1,233.39,212.6,20.79,212.6,160.53,52.07,9,N
ORD0021672-04,ORD0021672,PRD0006,1,1,98.39,88.54,9.85,88.54,56.07,32.47,10,N
ORD0021673-01,ORD0021673,PRD0274,1,1,292.71,287.25,5.46,287.25,162.02,125.23,4,N
ORD0021673-02,ORD0021673,PRD0164,1,1,37.61,35.35,2.26,35.35,28.66,6.69,1,N
ORD0021673-03,ORD0021673,PRD0035,4,3,496.34,450.66,137.04,1351.98,850.26,501.72,3,N
ORD0021674-01,ORD0021674,PRD0281,1,1,512.81,481.25,31.56,481.25,378.76,102.49,1,N
ORD0021674-02,ORD0021674,PRD0088,3,3,113.27,110.79,7.44,332.37,241.71,90.66,6,N
ORD0021674-03,ORD0021674,PRD0304,1,1,58.71,52.64,6.07,52.64,37.43,15.21,8,N
ORD0021675-01,ORD0021675,PRD0180,1,1,22.64,21.95,0.69,21.95,13.5,8.45,9,N
ORD0021676-01,ORD0021676,PRD0201,3,3,58.44,56.48,5.88,169.44,136.32,33.12,3,N
ORD0021676-02,ORD0021676,PRD0020,1,1,54.64,48.63,6.01,48.63,34.65,13.98,3,N
ORD0021676-03,ORD0021676,PRD0204,2,2,217.26,198.5,37.52,397.0,325.02,71.98,11,N
ORD0021676-04,ORD0021676,PRD0067,1,1,648.49,628.83,19.66,628.83,523.72,105.11,4,N
ORD0021677-01,ORD0021677,PRD0384,1,1,779.86,773.15,6.71,773.15,445.95,327.2,2,N
ORD0021677-02,ORD0021677,PRD0063,1,1,109.0,104.0,5.0,104.0,66.36,37.64,3,N
ORD0021677-03,ORD0021677,PRD0291,1,1,80.66,79.02,1.64,79.02,65.67,13.35,7,N
ORD0021678-01,ORD0021678,PRD0295,1,1,59.98,54.79,5.19,54.79,39.54,15.25,8,N
ORD0021678-02,ORD0021678,PRD0313,1,1,823.32,820.0,3.32,820.0,643.63,176.37,7,N
ORD0021678-03,ORD0021678,PRD0377,2,2,516.74,496.92,39.64,993.84,758.54,235.3,11,N
ORD0021679-01,ORD0021679,PRD0358,1,1,602.35,553.7,48.65,553.7,397.5,156.2,4,N
ORD0021679-02,ORD0021679,PRD0109,1,1,103.44,98.76,4.68,98.76,63.04,35.72,1,N
ORD0021679-03,ORD0021679,PRD0175,1,1,36.48,33.34,3.14,33.34,21.18,12.16,2,N
ORD0021679-04,ORD0021679,PRD0025,1,1,51.51,49.21,2.3,49.21,36.03,13.18,8,N
ORD0021680-01,ORD0021680,PRD0396,2,2,627.27,527.56,199.42,1055.12,864.56,190.56,10,N
ORD0021680-02,ORD0021680,PRD0251,1,1,19.55,18.29,1.26,18.29,11.39,6.9,12,N
ORD0021681-01,ORD0021681,PRD0088,1,1,113.27,101.74,11.53,101.74,80.57,21.17,12,N
ORD0021681-02,ORD0021681,PRD0061,3,1,39.08,38.09,0.99,38.09,28.83,9.26,1,N
ORD0021681-03,ORD0021681,PRD0216,1,1,30.46,28.8,1.66,28.8,22.14,6.66,12,N
ORD0021682-01,ORD0021682,PRD0006,1,0,98.39,92.53,0.0,0.0,0.0,0.0,0,N
ORD0021682-02,ORD0021682,PRD0345,1,1,26.41,23.69,2.72,23.69,19.92,3.77,3,N
ORD0021682-03,ORD0021682,PRD0027,1,1,175.14,170.83,4.31,170.83,125.57,45.26,4,N
ORD0021683-01,ORD0021683,PRD0354,4,4,180.6,169.09,46.04,676.36,441.0,235.36,8,N
ORD0021683-02,ORD0021683,PRD0058,4,4,570.73,504.93,263.2,2019.72,1507.6,512.12,8,N
ORD0021683-03,ORD0021683,PRD0382,1,1,139.78,127.67,12.11,127.67,104.79,22.88,2,N
ORD0021683-04,ORD0021683,PRD0113,1,1,123.69,121.7,1.99,121.7,91.34,30.36,8,N
ORD0021683-05,ORD0021683,PRD0092,1,1,201.81,180.77,21.04,180.77,146.99,33.78,1,N
ORD0021683-06,ORD0021683,PRD0094,1,1,107.74,106.81,0.93,106.81,74.0,32.81,10,N
ORD0021683-07,ORD0021683,PRD0359,1,1,346.27,335.67,10.6,335.67,246.52,89.15,12,N
ORD0021684-01,ORD0021684,PRD0116,2,2,161.43,150.33,22.2,300.66,264.6,36.06,8,N
ORD0021684-02,ORD0021684,PRD0345,1,1,26.41,24.36,2.05,24.36,19.92,4.44,5,N
ORD0021684-03,ORD0021684,PRD0246,1,1,174.16,156.69,17.47,156.69,101.63,55.06,3,N
ORD0021684-04,ORD0021684,PRD0266,1,1,528.79,478.14,50.65,478.14,415.15,62.99,4,N
ORD0021685-01,ORD0021685,PRD0321,1,1,242.41,213.76,28.65,213.76,156.72,57.04,3,N
ORD0021685-02,ORD0021685,PRD0006,3,3,98.39,92.72,17.01,278.16,168.21,109.95,13,N
ORD0021686-01,ORD0021686,PRD0308,3,3,26.68,24.11,7.71,72.33,52.92,19.41,6,N
ORD0021686-02,ORD0021686,PRD0282,1,1,48.32,47.16,1.16,47.16,35.91,11.25,1,N
ORD0021686-03,ORD0021686,PRD0201,1,1,58.44,54.17,4.27,54.17,45.44,8.73,3,N
ORD0021687-01,ORD0021687,PRD0004,1,1,538.11,475.44,62.67,475.44,352.7,122.74,7,N
ORD0021687-02,ORD0021687,PRD0197,1,1,58.0,56.77,1.23,56.77,39.57,17.2,7,N
ORD0021687-03,ORD0021687,PRD0235,2,2,357.05,318.33,77.44,636.66,429.22,207.44,4,N
ORD0021687-04,ORD0021687,PRD0303,1,1,50.63,45.63,5.0,45.63,39.02,6.61,12,N
ORD0021687-05,ORD0021687,PRD0339,1,1,1261.33,1166.47,94.86,1166.47,892.45,274.02,6,N
ORD0021687-06,ORD0021687,PRD0330,2,2,133.2,126.21,13.98,252.42,198.68,53.74,5,N
ORD0021687-07,ORD0021687,PRD0242,1,1,564.33,501.06,63.27,501.06,364.01,137.05,7,N
ORD0021688-01,ORD0021688,PRD0291,3,3,80.66,73.06,22.8,219.18,197.01,22.17,5,N
ORD0021689-01,ORD0021689,PRD0066,1,1,68.31,67.24,1.07,67.24,50.66,16.58,8,N
ORD0021689-02,ORD0021689,PRD0308,4,4,26.68,25.3,5.52,101.2,70.56,30.64,15,N
ORD0021689-03,ORD0021689,PRD0011,1,1,145.09,129.3,15.79,129.3,110.83,18.47,10,N
ORD0021689-04,ORD0021689,PRD0204,1,1,217.26,206.99,10.27,206.99,162.51,44.48,7,N
ORD0021689-05,ORD0021689,PRD0323,1,1,73.72,65.66,8.06,65.66,45.92,19.74,2,N
ORD0021690-01,ORD0021690,PRD0134,1,1,279.03,251.83,27.2,251.83,211.63,40.2,3,N
ORD0021690-02,ORD0021690,PRD0269,1,1,210.59,205.26,5.33,205.26,171.55,33.71,9,N
ORD0021690-03,ORD0021690,PRD0291,2,2,80.66,72.79,15.74,145.58,131.34,14.24,7,N
ORD0021690-04,ORD0021690,PRD0173,3,3,251.67,249.28,7.17,747.84,498.87,248.97,6,N
ORD0021690-05,ORD0021690,PRD0233,1,1,92.2,90.06,2.14,90.06,53.63,36.43,12,N
ORD0021690-06,ORD0021690,PRD0001,2,2,32.47,31.8,1.34,63.6,50.26,13.34,7,N
ORD0021690-07,ORD0021690,PRD0025,1,1,51.51,47.66,3.85,47.66,36.03,11.63,3,N
ORD0021690-08,ORD0021690,PRD0200,2,2,186.93,185.0,3.86,370.0,235.32,134.68,2,N
ORD0021691-01,ORD0021691,PRD0025,1,1,51.51,48.55,2.96,48.55,36.03,12.52,7,N
ORD0021692-01,ORD0021692,PRD0068,3,3,71.52,70.54,2.94,211.62,140.73,70.89,12,N
ORD0021692-02,ORD0021692,PRD0274,1,1,292.71,281.07,11.64,281.07,162.02,119.05,11,N
ORD0021692-03,ORD0021692,PRD0105,2,2,217.96,205.48,24.96,410.96,252.44,158.52,4,N
ORD0021692-04,ORD0021692,PRD0120,1,1,90.19,82.54,7.65,82.54,63.95,18.59,12,N
ORD0021693-01,ORD0021693,PRD0127,3,3,45.66,44.69,2.91,134.07,79.17,54.9,14,N
ORD0021693-02,ORD0021693,PRD0367,1,1,91.24,88.32,2.92,88.32,71.0,17.32,6,N
ORD0021693-03,ORD0021693,PRD0303,1,1,50.63,49.41,1.22,49.41,39.02,10.39,7,N
ORD0021693-04,ORD0021693,PRD0194,1,1,76.35,70.56,5.79,70.56,53.21,17.35,11,N
ORD0021694-01,ORD0021694,PRD0380,2,2,61.55,61.31,0.48,122.62,89.1,33.52,13,N
ORD0021694-02,ORD0021694,PRD0054,1,1,236.09,217.52,18.57,217.52,141.01,76.51,10,N
ORD0021694-03,ORD0021694,PRD0253,2,2,229.62,221.84,15.56,443.68,333.18,110.5,3,N
ORD0021695-01,ORD0021695,PRD0364,2,2,64.93,57.93,14.0,115.86,86.8,29.06,2,N
ORD0021695-02,ORD0021695,PRD0118,1,1,145.96,128.74,17.22,128.74,106.43,22.31,9,N
ORD0021696-01,ORD0021696,PRD0007,1,0,120.33,110.38,0.0,0.0,0.0,0.0,0,N
ORD0021696-02,ORD0021696,PRD0295,1,1,59.98,53.53,6.45,53.53,39.54,13.99,7,N
ORD0021696-03,ORD0021696,PRD0118,1,1,145.96,129.71,16.25,129.71,106.43,23.28,12,N
ORD0021696-04,ORD0021696,PRD0314,2,2,106.23,95.96,20.54,191.92,158.8,33.12,12,N
ORD0021697-01,ORD0021697,PRD0285,1,1,104.93,103.45,1.48,103.45,62.17,41.28,10,N
ORD0021697-02,ORD0021697,PRD0345,2,2,26.41,23.48,5.86,46.96,39.84,7.12,11,N
ORD0021697-03,ORD0021697,PRD0132,1,1,130.15,118.07,12.08,118.07,73.86,44.21,10,N
ORD0021697-04,ORD0021697,PRD0225,2,2,233.39,207.54,51.7,415.08,321.06,94.02,12,N
ORD0021697-05,ORD0021697,PRD0300,1,1,17.73,16.39,1.34,16.39,11.05,5.34,1,N
ORD0021697-06,ORD0021697,PRD0385,1,1,167.52,148.96,18.56,148.96,127.84,21.12,1,N
ORD0021698-01,ORD0021698,PRD0158,2,2,64.16,59.72,8.88,119.44,83.16,36.28,13,N
ORD0021698-02,ORD0021698,PRD0192,1,1,1165.23,1084.67,80.56,1084.67,862.8,221.87,2,N
ORD0021699-01,ORD0021699,PRD0007,3,3,120.33,115.94,13.17,347.82,246.6,101.22,13,N
